序号,招聘信息id,公司地址,招聘岗位,公司类型,最低薪资,最高薪资,员工数量,学历,岗位经验,企业名称,企业类型
958,1482192989353803793,广州天河区,数据产品经理,50-100人,18000,35000,合资,3,5,威尔森,"[""互联网""]"
959,1482192989353803792,广州天河区,数据产品经理（渠道/经销商）,50-100人,20000,40000,合资,3,5,威尔森,"[""互联网""]"
960,1482192989353803791,广州,高级数据分析师,50-100人,20000,30000,合资,3,3,云货优选,"[""互联网""]"
961,1482192989353803790,广州,高级数据分析师,50-100人,20000,30000,合资,3,3,云货优选,"[""互联网""]"
962,1482192989353803789,广州天河区,数据分析专员,50-100人,6000,8000,合资,3,1,薇美姿,"[""互联网""]"
963,1482192989353803788,广州天河区,产品经理,50-100人,8000,10000,合资,2,1,广州无卡数据技术股份有限公司,"[""互联网""]"
964,1482192989353803787,广州,产品经理,50-100人,8000,10000,合资,3,3,广州无卡数据技术股份有限公司,"[""互联网""]"
965,1482192989353803786,广州天河区,产品经理,50-100人,10000,15000,合资,2,1,广州无卡数据技术股份有限公司,"[""互联网""]"
966,1482192989353803785,广州,数据分析师（电商护肤品+CBD猎德地铁站）,50-100人,10000,15000,合资,3,1,广州无添加主义化妆品有限公司,"[""互联网""]"
967,1482192989353803784,广州,高级数据分析师/数据分析经理,50-100人,20000,35000,合资,3,3,广州无添加主义化妆品有限公司,"[""互联网""]"
968,1482192989353803783,广州,数据分析师（电商护肤品+CBD猎德地铁站）,50-100人,10000,15000,合资,3,1,广州无添加主义化妆品有限公司,"[""互联网""]"
969,1482192989353803782,广州,高级数据分析师/数据分析经理,50-100人,20000,35000,合资,3,3,广州无添加主义化妆品有限公司,"[""互联网""]"
970,1482192989353803781,广州,人力数据分析师,50-100人,15000,25000,合资,3,3,SHEIN,"[""互联网""]"
971,1482192989353803780,广州,高级数据分析师,50-100人,10000,20000,合资,3,3,SHEIN,"[""互联网""]"
972,1482192989353803779,广州,人力数据分析师,50-100人,15000,25000,合资,3,3,SHEIN,"[""互联网""]"
973,1482192989353803778,广州,高级数据分析师,50-100人,10000,20000,合资,3,3,SHEIN,"[""互联网""]"
974,1482192989353803777,广州,数据治理工程师（跨境电商）,50-100人,20000,35000,合资,3,3,细刻科技,"[""互联网""]"
975,1482192989353803776,广州,数据分析师,50-100人,15000,25000,合资,3,3,细刻科技,"[""互联网""]"
976,1482192989349609479,广州番禺区,数据分析师 (MJ000889),50-100人,15000,20000,合资,3,3,细刻科技,"[""互联网""]"
977,1482192989349609478,广州,数据分析师,50-100人,15000,25000,合资,3,3,细刻科技,"[""互联网""]"
978,1482192989349609477,广州番禺区,数据分析师 (MJ000889),50-100人,15000,20000,合资,3,3,细刻科技,"[""互联网""]"
979,1482192989349609476,广州,数据产品经理,50-100人,20000,40000,合资,3,3,细刻科技,"[""互联网""]"
980,1482192989349609475,广州,数据产品经理,50-100人,20000,35000,合资,3,3,细刻科技,"[""互联网""]"
981,1482192989349609474,广州,数据产品高级经理,50-100人,25000,50000,合资,3,3,广州小迈网络科技有限公司,"[""互联网""]"
982,1482192989349609473,广州,数据产品经理,50-100人,10000,20000,合资,3,1,广州小迈网络科技有限公司,"[""互联网""]"
983,1482192989349609472,广州,数据产品经理 (MJ000035),50-100人,15000,35000,合资,3,3,广州小迈网络科技有限公司,"[""互联网""]"
984,1482192956965388313,广州天河区,临床数据分析专员,50-100人,10000,15000,合资,3,1,广州天鹏计算机科技有限公司,"[""互联网""]"
985,1482192956965388312,广州,数据分析师,50-100人,10000,18000,合资,4,1,广州天鹏计算机科技有限公司,"[""互联网""]"
986,1482192956965388311,广州,生物信息数据分析员,50-100人,10000,15000,合资,3,1,广州天鹏计算机科技有限公司,"[""互联网""]"
987,1482192956965388310,广州,数据分析师,50-100人,10000,18000,合资,4,1,广州天鹏计算机科技有限公司,"[""互联网""]"
988,1482192956965388309,广州,产品经理（医疗大数据）,50-100人,15000,25000,合资,3,5,广州天鹏计算机科技有限公司,"[""互联网""]"
989,1482192956965388308,广州天河区,数据分析师,50-100人,10000,15000,合资,3,3,天维,"[""互联网""]"
990,1482192956965388307,广州天河区,数据分析师,50-100人,10000,15000,合资,3,3,天维,"[""互联网""]"
991,1482192956965388306,广州天河区,产品经理（数据类）,50-100人,20000,30000,合资,3,5,天维,"[""互联网""]"
992,1482192956965388305,广州海珠区,数据平台产品经理,50-100人,15000,30000,合资,3,3,广州图匠数据科技有限公司,"[""互联网""]"
993,1482192956965388304,广州海珠区,数据应用产品经理,50-100人,15000,30000,合资,3,1,广州图匠数据科技有限公司,"[""互联网""]"
994,1482192956965388303,广州,高级数据分析师,50-100人,8000,15000,合资,3,3,威尔森,"[""互联网""]"
995,1482192956965388302,广州,数据分析师,50-100人,5000,10000,合资,3,1,威尔森,"[""互联网""]"
996,1482192956965388301,广州南沙区,数据分析师（需驻场南沙）,50-100人,7000,12000,合资,3,0,威尔森,"[""互联网""]"
997,1482192956965388300,广州,高级数据分析师,50-100人,8000,15000,合资,3,3,威尔森,"[""互联网""]"
998,1482192956965388299,广州,数据分析师,50-100人,5000,10000,合资,3,1,威尔森,"[""互联网""]"
999,1482192956965388298,广州南沙区,数据分析师（需驻场南沙）,50-100人,7000,12000,合资,3,0,威尔森,"[""互联网""]"
1000,1482192956965388297,广州天河区,项目经理（数据类产品）,50-100人,15000,25000,合资,2,5,威尔森,"[""互联网""]"
1001,1482192956965388296,广州天河区,产品经理（数据产品）,50-100人,8000,15000,合资,3,3,威尔森,"[""互联网""]"
1002,1482192956965388295,广州天河区,数据产品经理,50-100人,18000,35000,合资,3,5,威尔森,"[""互联网""]"
1003,1482192956965388294,广州天河区,数据产品经理（渠道/经销商）,50-100人,20000,40000,合资,3,5,威尔森,"[""互联网""]"
1004,1482192956965388293,广州,高级数据分析师,50-100人,20000,30000,合资,3,3,云货优选,"[""互联网""]"
1005,1482192956965388292,广州,高级数据分析师,50-100人,20000,30000,合资,3,3,云货优选,"[""互联网""]"
1006,1482192956965388291,广州天河区,数据分析专员,50-100人,6000,8000,合资,3,1,薇美姿,"[""互联网""]"
1007,1482192956965388290,广州天河区,产品经理,50-100人,8000,10000,合资,2,1,广州无卡数据技术股份有限公司,"[""互联网""]"
1008,1482192956965388289,广州,产品经理,50-100人,8000,10000,合资,3,3,广州无卡数据技术股份有限公司,"[""互联网""]"
1009,1482192956965388288,广州天河区,产品经理,50-100人,10000,15000,合资,2,1,广州无卡数据技术股份有限公司,"[""互联网""]"
1010,1482192956961194001,广州,数据分析师（电商护肤品+CBD猎德地铁站）,50-100人,10000,15000,合资,3,1,广州无添加主义化妆品有限公司,"[""互联网""]"
1011,1482192956961194000,广州,高级数据分析师/数据分析经理,50-100人,20000,35000,合资,3,3,广州无添加主义化妆品有限公司,"[""互联网""]"
1012,1482192956961193999,广州,数据分析师（电商护肤品+CBD猎德地铁站）,50-100人,10000,15000,合资,3,1,广州无添加主义化妆品有限公司,"[""互联网""]"
1013,1482192956961193998,广州,高级数据分析师/数据分析经理,50-100人,20000,35000,合资,3,3,广州无添加主义化妆品有限公司,"[""互联网""]"
1014,1482192956961193997,广州,人力数据分析师,50-100人,15000,25000,合资,3,3,SHEIN,"[""互联网""]"
1015,1482192956961193996,广州,高级数据分析师,50-100人,10000,20000,合资,3,3,SHEIN,"[""互联网""]"
1016,1482192956961193995,广州,人力数据分析师,50-100人,15000,25000,合资,3,3,SHEIN,"[""互联网""]"
1017,1482192956961193994,广州,高级数据分析师,50-100人,10000,20000,合资,3,3,SHEIN,"[""互联网""]"
1018,1482192956961193993,广州,数据治理工程师（跨境电商）,50-100人,20000,35000,合资,3,3,细刻科技,"[""互联网""]"
1019,1482192956961193992,广州,数据分析师,50-100人,15000,25000,合资,3,3,细刻科技,"[""互联网""]"
1020,1482192956961193991,广州番禺区,数据分析师 (MJ000889),50-100人,15000,20000,合资,3,3,细刻科技,"[""互联网""]"
1021,1482192956961193990,广州,数据分析师,50-100人,15000,25000,合资,3,3,细刻科技,"[""互联网""]"
1022,1482192956961193989,广州番禺区,数据分析师 (MJ000889),50-100人,15000,20000,合资,3,3,细刻科技,"[""互联网""]"
1023,1482192956961193988,广州,数据产品经理,50-100人,20000,40000,合资,3,3,细刻科技,"[""互联网""]"
1024,1482192956961193987,广州,数据产品经理,50-100人,20000,35000,合资,3,3,细刻科技,"[""互联网""]"
1025,1482192956961193986,广州,数据产品高级经理,50-100人,25000,50000,合资,3,3,广州小迈网络科技有限公司,"[""互联网""]"
1026,1482192956961193985,广州,数据产品经理,50-100人,10000,20000,合资,3,1,广州小迈网络科技有限公司,"[""互联网""]"
1027,1482192956961193984,广州,数据产品经理 (MJ000035),50-100人,15000,35000,合资,3,3,广州小迈网络科技有限公司,"[""互联网""]"
1028,1482192783145041925,广州,数据产品经理,50-100人,12000,18000,合资,3,3,小牛数据,"[""互联网""]"
1029,1482192783145041924,广州,数据挖掘分析师,50-100人,12000,22000,合资,3,3,广州新数智能科技有限公司,"[""互联网""]"
1030,1482192783145041923,广州,数据挖掘分析师,50-100人,12000,22000,合资,3,3,广州新数智能科技有限公司,"[""互联网""]"
1031,1482192783145041922,广州,数据分析师,50-100人,12000,23000,合资,3,3,信安数据,"[""互联网""]"
1032,1482192783145041921,广州,数据分析师,50-100人,12000,23000,合资,3,3,信安数据,"[""互联网""]"
1033,1482192783145041920,广州越秀区,产品规划经理,50-100人,11000,25000,合资,3,3,信安数据,"[""互联网""]"
1034,1482192783140847627,广州,nlp工程师,50-100人,20000,25000,合资,3,0,广州星域跃迁科技有限公司,"[""互联网""]"
1035,1482192783140847626,广州,nlp工程师,50-100人,20000,30000,合资,3,0,广州星域跃迁科技有限公司,"[""互联网""]"
1036,1482192783140847625,广州,高级生信分析工程师,50-100人,10000,20000,合资,4,0,广州序科码生物技术有限责任公司,"[""互联网""]"
1037,1482192783140847624,广州,高级生信分析工程师,50-100人,10000,20000,合资,4,0,广州序科码生物技术有限责任公司,"[""互联网""]"
1038,1482192783140847623,广州越秀区,nlp工程师,50-100人,20000,30000,合资,3,1,迅羽通信,"[""互联网""]"
1039,1482192783140847622,广州海珠区,NLP算法工程师,50-100人,25000,50000,合资,4,1,广州阳光喔教育科技有限公司,"[""互联网""]"
1040,1482192783140847621,广州,数据分析专员,50-100人,5000,7000,合资,2,3,广州野马科技有限公司,"[""互联网""]"
1041,1482192783140847620,广州,数据治理工程师,50-100人,8000,10000,合资,3,3,广州医药股份有限公司,"[""互联网""]"
1042,1482192783140847619,广州,2022校园招聘-市场营运类,50-100人,8000,12000,合资,3,0,广州医药股份有限公司,"[""互联网""]"
1043,1482192783140847618,广州,数据产品经理,50-100人,10000,15000,合资,3,3,PerfectDiary完美日记,"[""互联网""]"
1044,1482192783140847617,广州,数据分析师,50-100人,7000,12000,合资,2,1,幸福网络,"[""互联网""]"
1045,1482192783140847616,广州,数据分析师,50-100人,7000,12000,合资,2,1,幸福网络,"[""互联网""]"
1046,1482192491158568979,广州海珠区,数据分析师,50-100人,7000,14000,合资,3,0,广州银行信用卡,"[""互联网""]"
1047,1482192491158568978,广州天河区,数据分析师,50-100人,8000,15000,合资,3,1,广州银行信用卡,"[""互联网""]"
1048,1482192491158568977,广州越秀区,数据分析师,50-100人,20000,35000,合资,3,3,广州银行信用卡,"[""互联网""]"
1049,1482192491158568976,广州海珠区,数据分析师,50-100人,7000,14000,合资,3,0,广州银行信用卡,"[""互联网""]"
1050,1482192491158568975,广州黄埔区,资深计算机视觉算法工程师,50-100人,30000,60000,合资,4,5,广州英特美迪科技有限公司,"[""互联网""]"
1051,1482192491158568974,广州,ETL工程师,50-100人,8000,20000,合资,2,1,影子数据,"[""互联网""]"
1052,1482192491158568973,广州,数据治理工程师,50-100人,8000,20000,合资,2,3,影子数据,"[""互联网""]"
1053,1482192491158568972,广州,资深数据产品经理,50-100人,15000,30000,合资,2,5,影子数据,"[""互联网""]"
1054,1482192491158568971,广州,数据产品经理,50-100人,8000,15000,合资,2,1,影子数据,"[""互联网""]"
1055,1482192491158568970,广州,数据分析专员-海外业务,50-100人,7000,10000,合资,2,5,UR 快尚时装有限公司,"[""互联网""]"
1056,1482192491158568969,广州,数据分析师,50-100人,15000,30000,合资,3,3,UR 快尚时装有限公司,"[""互联网""]"
1057,1482192491158568968,广州,财务数据分析师,50-100人,10000,15000,合资,3,3,UR 快尚时装有限公司,"[""互联网""]"
1058,1482192491158568967,广州,数据分析师,50-100人,15000,30000,合资,3,3,UR 快尚时装有限公司,"[""互联网""]"
1059,1482192491158568966,广州,财务数据分析师,50-100人,10000,15000,合资,3,3,UR 快尚时装有限公司,"[""互联网""]"
1060,1482192491158568965,广州白云区,数据中台产品经理,50-100人,30000,40000,合资,3,5,UR 快尚时装有限公司,"[""互联网""]"
1061,1482192491158568964,广州番禺区,数据分析员,50-100人,4000,6000,合资,2,1,广州优尼客贸易有限公司,"[""互联网""]"
1062,1482192491158568963,广州白云区,数据分析师/数据分析主管,50-100人,10000,20000,合资,2,3,广州游佐网络科技有限公司,"[""互联网""]"
1063,1482192491158568962,广州白云区,数据分析师/数据分析主管,50-100人,10000,20000,合资,2,3,广州游佐网络科技有限公司,"[""互联网""]"
1064,1482192491158568961,广州天河区,数据分析师,50-100人,6000,12000,合资,3,1,广州有柴网络科技有限公司,"[""互联网""]"
1065,1482192491158568960,广州天河区,数据分析师,50-100人,6000,12000,合资,3,1,广州有柴网络科技有限公司,"[""互联网""]"
1066,1482192491154374670,广州天河区,数据产品经理,50-100人,15000,30000,合资,3,3,广州有信科技有限公司,"[""互联网""]"
1067,1482192491154374669,广州天河区,数据分析师,50-100人,15000,25000,合资,3,1,广州悦悦驾驶培训有限公司,"[""互联网""]"
1068,1482192491154374668,广州天河区,数据分析师,50-100人,15000,25000,合资,3,1,广州悦悦驾驶培训有限公司,"[""互联网""]"
1069,1482192491154374667,广州,集团总部-数据治理工程师,50-100人,10000,15000,合资,3,3,越秀集团网站,"[""互联网""]"
1070,1482192491154374666,广州黄埔区,高级数据分析师（地产） (MJ000524),50-100人,20000,35000,合资,3,5,云徙科技,"[""互联网""]"
1071,1482192491154374665,广州,数据中台产品经理（地产方向）,50-100人,20000,30000,合资,3,3,云徙科技,"[""互联网""]"
1072,1482192491154374664,广州,数据应用产品经理（MJ000408）,50-100人,20000,35000,合资,3,5,云徙科技,"[""互联网""]"
